{
    {19, 1, 0, 0, 0, 0, 2, 0, 0, 0, 16, 0, 0, 0, 2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 1, 0, 0, 1, 1, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 0, 1, 4, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1}
    {0, 29, 1, 1, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 1, 1, 0, 5, 2, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 2, 0, 2, 0, 0, 1, 1, 1, 0, 2, 0, 0, 0, 3, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 0, 3, 0, 1, 1, 0, 0, 0, 1, 1, 4, 0, 1, 2, 4, 0, 0, 1, 0, 0, 0, 0}
    {0, 0, 6, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 3, 3, 2, 1, 0, 2, 0, 1, 0, 0, 0, 4, 0, 2, 3, 6, 0, 0, 0, 2, 0, 2, 2, 0, 0, 6, 0, 3, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 2, 5, 2, 1, 0, 0, 1, 0, 1, 5, 1, 0, 0, 0, 3, 1, 1, 0, 1, 2, 4, 0}
    {0, 0, 1, 6, 2, 0, 4, 0, 2, 2, 2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 21, 2, 0, 0, 0, 0, 1, 0, 0, 3, 2, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 7, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 10, 0, 2, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 2, 0, 0, 4, 0, 0, 0, 3, 1, 0}
    {0, 0, 1, 3, 4, 0, 1, 2, 0, 0, 0, 2, 0, 2, 1, 0, 0, 0, 0, 3, 0, 10, 0, 0, 1, 1, 0, 2, 0, 2, 2, 2, 3, 2, 1, 0, 0, 2, 0, 3, 0, 0, 1, 6, 0, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 6, 3, 1, 1, 0, 0, 1, 3, 1, 0, 0, 0, 0, 1, 2, 1, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 1, 1}
    {1, 0, 1, 0, 0, 5, 0, 0, 2, 1, 10, 1, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 5, 2, 0, 7, 2, 1, 0, 0, 0, 0, 1, 2, 1, 4, 1, 3, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 1, 0, 3, 1, 0, 0, 3, 1, 2, 0, 2, 0, 1, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 6, 1, 0, 1, 1, 0, 1, 3, 1, 0, 0, 1, 0}
    {0, 2, 2, 0, 0, 0, 20, 3, 0, 0, 1, 1, 0, 2, 3, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 0, 3, 0, 3, 0, 1, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 1, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 1, 0, 2, 1, 0, 1, 0, 0, 7, 1, 2, 1, 3, 1, 0, 0, 0, 1, 1, 0}
    {0, 1, 1, 5, 0, 0, 3, 15, 1, 1, 0, 0, 0, 0, 4, 1, 1, 0, 0, 1, 0, 4, 2, 0, 10, 0, 1, 0, 0, 1, 1, 1, 2, 0, 1, 1, 0, 0, 0, 2, 0, 1, 0, 2, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 3, 1, 0, 1, 1, 4, 1, 0, 1, 2, 0, 0, 0, 1, 1, 1, 2, 0, 2, 1, 0, 1, 0, 0, 0, 0}
    {0, 0, 0, 1, 0, 0, 2, 1, 21, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 2, 0, 5, 1, 0, 0, 2, 1, 1, 0, 0, 1, 0, 1, 1, 0, 3, 0, 5, 0, 1, 0, 0, 2, 2, 0, 0, 2, 0, 5, 3, 0, 0, 1, 0, 0, 1, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 2, 0, 0, 2, 0, 1, 0, 0, 0, 0, 2, 1, 4, 2, 3, 0, 0, 0, 0, 0, 2, 0, 1, 1}
    {0, 0, 0, 1, 0, 0, 1, 0, 0, 39, 0, 0, 0, 0, 1, 1, 2, 1, 0, 0, 1, 0, 3, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 5, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 6, 0, 2, 0, 0, 2, 0, 2, 0, 2, 2, 2, 0}
