{
    {1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 19, 0, 0, 0, 2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 7, 2, 0, 0, 1, 1, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 12, 1, 0, 1, 6, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1}
    {0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 4, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 5, 1, 2, 1, 5, 2, 0, 0, 2, 2, 0, 0, 0, 0, 2, 0, 1, 3, 1, 2, 0, 1, 1, 1, 1, 0, 3, 0, 0, 0, 3, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 0, 3, 0, 1, 1, 1, 0, 0, 3, 0, 4, 0, 2, 4, 5, 2, 1, 1, 0, 0, 0, 0}
    {0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 2, 0, 3, 3, 2, 1, 1, 2, 1, 1, 0, 0, 0, 4, 0, 2, 6, 6, 0, 0, 0, 2, 0, 2, 2, 0, 0, 6, 0, 3, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 1, 2, 5, 2, 1, 0, 0, 1, 0, 1, 5, 1, 0, 0, 0, 3, 1, 1, 0, 1, 2, 4, 0}
    {0, 0, 2, 0, 2, 0, 4, 1, 2, 2, 2, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 19, 2, 0, 1, 0, 0, 2, 0, 0, 3, 2, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 7, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 3, 2, 0, 0, 1, 0, 2, 0, 0, 1, 0, 1, 2, 0, 0, 3, 0, 0, 3, 0, 0, 0, 3, 1, 0}
    {0, 0, 1, 3, 1, 0, 1, 2, 0, 0, 1, 2, 0, 2, 1, 0, 0, 0, 0, 5, 0, 8, 0, 0, 2, 1, 0, 2, 0, 2, 2, 2, 3, 1, 1, 0, 0, 2, 0, 2, 0, 0, 1, 6, 0, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 6, 3, 1, 1, 0, 0, 1, 3, 1, 0, 0, 0, 0, 1, 2, 2, 3, 1, 1, 0, 0, 2, 0, 0, 0, 2, 1, 1}
    {1, 0, 1, 0, 0, 0, 1, 0, 3, 1, 10, 2, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 4, 2, 0, 8, 2, 1, 0, 0, 0, 0, 1, 2, 1, 5, 1, 3, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 1, 0, 4, 1, 0, 0, 3, 1, 2, 0, 2, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 2, 6, 0, 0, 1, 1, 0, 1, 4, 0, 0, 0, 1, 0}
    {0, 2, 3, 0, 0, 1, 3, 3, 0, 0, 1, 1, 0, 1, 4, 1, 0, 0, 0, 2, 0, 4, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 0, 3, 0, 3, 0, 1, 1, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 1, 1, 0, 2, 0, 0, 0, 1, 0, 2, 1, 1, 0, 7, 2, 0, 2, 0, 0, 9, 0, 3, 0, 4, 2, 0, 0, 0, 0, 1, 0}
    {0, 1, 1, 4, 0, 0, 4, 3, 1, 1, 0, 0, 0, 0, 4, 1, 1, 0, 0, 2, 0, 4, 2, 0, 12, 0, 1, 0, 2, 2, 1, 1, 2, 0, 1, 1, 0, 0, 0, 2, 0, 1, 0, 2, 1, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 1, 3, 0, 1, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 4, 0, 0, 1, 1, 5, 1, 0, 1, 2, 0, 1, 0, 1, 1, 1, 2, 0, 2, 2, 0, 1, 0, 0, 0, 0}
    {0, 0, 0, 1, 0, 0, 2, 1, 0, 1, 1, 0, 1, 2, 1, 0, 0, 1, 0, 1, 0, 5, 1, 0, 0, 2, 1, 3, 0, 0, 1, 0, 1, 1, 0, 3, 0, 8, 0, 3, 0, 0, 3, 1, 0, 0, 2, 0, 9, 3, 0, 0, 1, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2, 0, 0, 2, 0, 1, 2, 2, 0, 0, 2, 0, 1, 0, 0, 0, 0, 2, 2, 5, 3, 2, 0, 0, 0, 1, 0, 2, 0, 1, 1}
    {0, 0, 0, 0, 0, 1, 2, 0, 1, 8, 0, 0, 0, 1, 2, 1, 2, 1, 0, 0, 1, 0, 4, 2, 1, 0, 0, 0, 3, 0, 0, 0, 1, 2, 0, 1, 0, 1, 0, 0, 6, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 3, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 3, 1, 1, 1, 8, 0, 0, 8, 2, 0, 0, 0, 0, 0, 0, 8, 0, 3, 0, 0, 2, 0, 2, 0, 2, 2, 2, 0}
